PIRSF000001	cytochrome c/cytochrome c2
PIRSF038309	high affinity immunoglobulin epsilon receptor gamma-subunit
PIRSF038310	homeobox protein, EN-1/EN-2 type
PIRSF038311	
PIRSF038312	
PIRSF038313	uncharacterized conserved protein
PIRSF038315	Vitamin K epoxide reductase complex subunit 1
PIRSF038316	
PIRSF038317	
PIRSF038318	tumor necrosis factor ligand superfamily member 13B
PIRSF038319	uncharacterized conserved protein, YihD type
PIRSF038320	calcium-regulated heat stable protein 1
PIRSF038321	PTS system, glucitol/sorbitol-specific IIC component
PIRSF038322	protein dsrB
PIRSF038323	Albumin-2
PIRSF038324	rare lipoprotein A
PIRSF038325	protein CGI-117
PIRSF038326	3-hydroxyanthranilate 3,4-dioxygenase
PIRSF038328	uncharacterized conserved protein, Ti plasmid VirK type
PIRSF038329	TATA box-binding protein-associated factor RNA polymerase I subunit B
PIRSF038330	ZW10 interactor
PIRSF038331	uncharacterized conserved protein
PIRSF038332	uncharacterized conserved protein
PIRSF038334	uncharacterized conserved protein
PIRSF038335	
PIRSF038338	salt tolerance-like protein
PIRSF038339	amino-terminal enhancer of split
PIRSF038340	uncharacterized conserved protein, YodD type
PIRSF038341	B- and T-lymphocyte attenuator
PIRSF038343	mRNA turnover protein 4
PIRSF038344	protein RepA
PIRSF038345	replication origin nicking protein RepB
PIRSF038346	ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C
PIRSF038347	
PIRSF038348	inhibitor of nuclear factor kappa-B kinase subunit epsilon
PIRSF038349	steroid binding protein 3
PIRSF038350	natural killer receptor Ly49
PIRSF038351	caspase recruitment domain-containing protein 9
PIRSF038352	sprouty homolog protein
PIRSF038353	sprouty-related protein Spred
PIRSF038354	forkhead box O protein
PIRSF038355	Nef-associated factor 1
PIRSF038356	coiled-coil domain-containing protein 72 homolog
PIRSF038358	CD248 antigen/endosialin
PIRSF038359	mucosa-associated lymphoid tissue lymphoma translocation protein 1
PIRSF038361	REF/SRPP-like protein protein
PIRSF038362	
PIRSF038363	WRKY transcription factor, group II-e type
PIRSF038364	cytochrome c6A, thylakoid lumen
PIRSF038365	
PIRSF038366	60S acidic ribosomal protein P3
PIRSF038367	30S ribosomal protein S31, chloroplast
PIRSF038368	mitochondrial import receptor subunit TOM7
PIRSF038369	F-type ATP synthase, subunit b', chloroplast
PIRSF038370	B2 Protein
PIRSF038371	DNA binding protein S1FA
PIRSF038372	homeobox-leucine zipper protein, ATHB-5 type
PIRSF038373	
PIRSF038374	Homeobox-leucine zipper protein, ATHB-21 type
PIRSF038375	
PIRSF038376	GATA transcription factor, type 16/23
PIRSF038377	uncharacterized conserved protein
PIRSF038378	steroid-binding protein
PIRSF038383	
PIRSF038385	30S ribosomal protein S10, chloroplast
PIRSF038387	CCAAT-binding NF-Y subunit
PIRSF038388	polyadenylate-binding protein 2
PIRSF038389	DNA-directed RNA polymerase, omega subunit
PIRSF038390	WRKY transcription factor, group I type
PIRSF038391	WRKY transcription factor, group II-a type
PIRSF038392	WRKY transcription factor, group II-btype
PIRSF038393	WRKY transcription factor, group II-c type
PIRSF038398	DNA-binding protein WRKY1
PIRSF038400	uncharacterized conserved protein
PIRSF038401	exon junction complex Pym protein
PIRSF038402	curli fiber, minor subunit CsgB [Parent=PIRSF800004]
PIRSF038403	
PIRSF038404	LOB domain-containing protein 13 type
PIRSF038405	
PIRSF038406	
PIRSF038408	
PIRSF038409	ribosomal protein L19, chloroplast
PIRSF038410	ribosomal protein L10, chloroplast
PIRSF038411	
PIRSF038412	S-adenosyl-L-methionine dependent methyltransferase, Ascomycota-specific LaeA type
PIRSF038413	LOB domain-containing protein 5 type
PIRSF038414	
PIRSF038415	nuclear receptor interaction protein, NRIP type
PIRSF038417	phosphoribosyl-AMP cyclohydrolase
PIRSF038418	uncharacterized conserved protein
PIRSF038419	ribosomal protein L2, plant type
PIRSF038421	phospholipid-binding protein
PIRSF038422	S-adenosyl-L-methionine dependent methyltransferase, bacterial type
PIRSF038423	S-adenosyl-L-methionine dependent methyltransferase, Clostridium type
PIRSF038424	Dickkopf-related protein Dkk-1/Dkk-2
PIRSF038425	
PIRSF038426	
PIRSF038427	elicitor peptide
PIRSF038428	DNA (cytosine-5)-methyltransferase 3B, Dnmt3b type
PIRSF038429	
PIRSF038431	ribosomal protein S27Ae
PIRSF038433	photosystem I reaction center subunit XI
PIRSF038434	ribosomal protein L15, chloroplast
PIRSF038435	CYC02 protein
PIRSF038436	Rab3A interacting protein, Rabin-3/Grab types
PIRSF038437	
PIRSF038440	photosystem I reaction center subunit N
PIRSF038441	
PIRSF038442	
PIRSF038444	Rab1-like GAP
PIRSF038445	transcription factor Sox5/Sox6/Sox13
PIRSF038446	
PIRSF038447	mitochondrial import inner membrane translocase Tim9-Tim10, subunit Tim9
PIRSF038448	mitochondrial import inner membrane translocase Tim9-Tim10, subunit Tim10
PIRSF038449	ankyrin repeat and BTB/POZ domain protein, BTBD11 type
PIRSF038450	ankyrin repeat and BTB/POZ domain protein, ABTB2 type
PIRSF038451	uncharacterized conserved protein
PIRSF038452	
PIRSF038453	histone deacetylase complex, SAP30/SAP30L subunits
PIRSF038454	transcriptional regulator, Psyr_1931 type
PIRSF038455	SoxA protein
PIRSF038456	Rab-like protein 3, animal type
PIRSF038457	PIRSF038457
PIRSF038458	BAG family molecular chaperone regulator 3
PIRSF038459	MAP kinase-activating death domain protein
PIRSF038460	piwi protein
PIRSF038461	S-adenosyl-L-methionine dependent methyltransferase, PH0226 type
PIRSF038462	Rieske domain-containing protein
PIRSF038463	transducin-like enhancer protein
PIRSF038464	syntaxin10/6
PIRSF038465	ADP-ribose pyrophosphatase, mitochondrial type
PIRSF038467	sodium-potassium co-transporter, HKT1 type
PIRSF038468	
PIRSF038469	bifunctional peptidyl-prolyl cis-trans isomerase/pre-mRNA splicing factor SYF2
PIRSF038471	rod shape-determining protein MreC
PIRSF038472	pre-mRNA-processing factor 39
PIRSF038474	RhoA guanine nucleotide exchange factor p63RhoAGef
PIRSF038475	acyl-CoA-binding domain-containing protein 4
PIRSF038476	vesicle-trafficking protein, SEC22a/SEC22c types
PIRSF038477	surface protein A
PIRSF038478	interleukin-33
PIRSF038479	interleukin-32
PIRSF038480	Rho GTPase-activating protein, p50 rhoGAP type
PIRSF038481	Wiskott-Aldrich syndrome protein
PIRSF038482	Rho-related BTB domain-containing protein
PIRSF038483	RasGEF domain containing protein
PIRSF038485	inositol oxygenase
PIRSF038486	GINS complex, GINS23 subunit, Crenarchaeota type
PIRSF038488	Geminin
PIRSF038489	variable lymphocyte receptor A
PIRSF038490	toll-like receptor, 7/8/9 types [Parent=PIRSF800008]
PIRSF038491	Toll-interacting protein
PIRSF038492	voltage-dependent hydrogen channel 1
PIRSF038493	
PIRSF038495	DNA repair endonuclease
PIRSF038496	
PIRSF038497	
PIRSF038498	DhkC
PIRSF038499	
PIRSF038500	
PIRSF038501	Post-segregation antitoxin CcdA
PIRSF038502	vascular endothelial growth factor receptor
PIRSF038504	mobilization protein BmpH
PIRSF038505	bifunctional mobilization protein MobA
PIRSF038506	primase MobB
PIRSF038508	homoprotocatechuate 2,3-dioxygenase
PIRSF038509	cation uptake protein AtpZ
PIRSF038510	
PIRSF038511	small/intermediate conductance calcium-activated potassium channel protein
PIRSF038512	
PIRSF038513	potassium voltage-gated channel,  subfamily KQT
PIRSF038514	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel proteins
PIRSF038515	cyclic nucleotide-gated cation channel, beta subunit
PIRSF038516	cappuccino/BCAS4
PIRSF038519	transient receptor potential cation channels TRPM1/TRPM3
PIRSF038520	potassium voltage-gated channel, subfamily B
PIRSF038521	potassium voltage-gated channel, KCNA4 subunit
PIRSF038522	transient receptor potential cation channel TRPM2
PIRSF038523	transient receptor potential cation channels TRPM4/TRPM5
PIRSF038524	transient receptor potential cation channels TRPM6/TRPM7
PIRSF038525	voltage-gated sodium channel, beta subunit, SCN1B/SCN3B types
PIRSF038526	transient receptor potential cation channel TRPM8
PIRSF038527	transient receptor potential cation channel, subfamily V
PIRSF038528	amine dehydrogenase, alpha subunit
PIRSF038529	Phosphopantothenoylcysteine decarboxylase
PIRSF038531	
PIRSF038532	
PIRSF038533	platelet- derived growth factor, PDGF C/PDGF D types
PIRSF038534	myristylprotein, E7R type
PIRSF038535	transient receptor potential cation channel, subfamily A
PIRSF038536	transient receptor potential cation channel, subfamily P
PIRSF038539	pyridoxamine 5'-phosphate oxidase-related, FMN-binding protein
PIRSF038540	mucin-16 (Ovarian carcinoma antigen CA125)
PIRSF038541	uncharacterized conserved protein
PIRSF038542	S-adenosyl-L-methionine binding protein, YaeB type
PIRSF038543	cation channel sperm-associated protein, subunit beta
PIRSF038544	animal opsin [Parent=PIRSF800006]
PIRSF038545	chemokine receptor [Parent=PIRSF800006]
PIRSF038546	
PIRSF038547	sodium leak channel non-selective protein
PIRSF038548	muscarinic acetylcholine receptor [Parent=PIRSF800006]
PIRSF038549	5-hydroxytryptamine receptor 2 [Parent=PIRSF800006]
PIRSF038550	alpha-1 adrenergic receptor [Parent=PIRSF800006]
PIRSF038551	5-hydroxytryptamine receptor 7 [Parent=PIRSF800006]
PIRSF038552	5-hydroxytryptamine receptor 6 [Parent=PIRSF800006]
PIRSF038553	D2-like dopamine receptor [Parent=PIRSF800006]
PIRSF038554	alpha-2 adrenergic receptor [Parent=PIRSF800006]
PIRSF038555	trace amine-associated receptor [Parent=PIRSF800006]
PIRSF038556	beta adrenergic receptor [Parent=PIRSF800006]
PIRSF038557	angiotensin II receptor [Parent=PIRSF800006]
PIRSF038558	apelin receptor [Parent=PIRSF800006]
PIRSF038560	G protein-coupled receptor 15 [Parent=PIRSF800006]
PIRSF038561	N-formyl peptide receptor [Parent=PIRSF800006]
PIRSF038562	probable G protein-coupled receptor 1 [Parent=PIRSF800006]
PIRSF038563	probable G protein-coupled receptor 32 [Parent=PIRSF800006]
PIRSF038564	chemokine receptor-like protein CMKLR1 [Parent=PIRSF800006]
PIRSF038565	probable G protein-coupled receptor 33 [Parent=PIRSF800006]
PIRSF038566	C5a anaphylatoxin chemotactic receptor [Parent=PIRSF800006]
PIRSF038567	opioid receptor [Parent=PIRSF800006]
PIRSF038568	somatostatin receptor [Parent=PIRSF800006]
PIRSF038569	neuropeptides B/W receptor [Parent=PIRSF800006]
PIRSF038570	galanin receptor [Parent=PIRSF800006]
PIRSF038571	KiSS-1 receptor [Parent=PIRSF800006]
PIRSF038572	bradykinin receptor [Parent=PIRSF800006]
PIRSF038573	leukotriene B4 receptor [Parent=PIRSF800006]
PIRSF038574	probable G protein-coupled receptor 25 [Parent=PIRSF800006]
PIRSF038575	urotensin II receptor [Parent=PIRSF800006]
PIRSF038576	gonadotropin-releasing hormone receptor [Parent=PIRSF800006]
PIRSF038577	N-arachidonyl glycine receptor [Parent=PIRSF800006]
PIRSF038578	probable G protein-coupled receptor 61 [Parent=PIRSF800006]
PIRSF038579	G protein-coupled estrogen receptor 1 [Parent=PIRSF800006]
PIRSF038580	MT1-like melatonin receptor [Parent=PIRSF800006]
PIRSF038581	cholecystokinin receptor [Parent=PIRSF800006]
PIRSF038582	prokineticin receptor [Parent=PIRSF800006]
PIRSF038583	probable G protein-coupled receptor 21/52 [Parent=PIRSF800006]
PIRSF038584	glucose-dependent insulinotropic receptor [Parent=PIRSF800006]
PIRSF038585	oxoeicosanoid receptor 1 [Parent=PIRSF800006]
PIRSF038586	prostaglandin E2 receptor EP4 [Parent=PIRSF800006]
PIRSF038587	probable G protein-coupled receptor 45/63 [Parent=PIRSF800006]
PIRSF038588	RPE-retinal G protein-coupled receptor [Parent=PIRSF800006]
PIRSF038589	G protein-coupled receptor 120 [Parent=PIRSF800006]
PIRSF038590	probable G protein-coupled receptor 135 [Parent=PIRSF800006]
PIRSF038591	probable G protein-coupled receptor 88 [Parent=PIRSF800006]
PIRSF038592	G protein-coupled bile acid receptor 1 [Parent=PIRSF800006]
PIRSF038593	probable G protein-coupled receptor 26/78 [Parent=PIRSF800006]
PIRSF038594	probable G protein-coupled receptor 150 [Parent=PIRSF800006]
PIRSF038595	probable G protein-coupled receptor 27/85/173 [Parent=PIRSF800006]
PIRSF038596	endothelin B receptor-like protein [Parent=PIRSF800006]
PIRSF038597	probable G protein-coupled receptor 19 [Parent=PIRSF800006]
PIRSF038598	probable G protein-coupled receptor 146 [Parent=PIRSF800006]
PIRSF038599	probable G protein-coupled receptor 141 [Parent=PIRSF800006]
PIRSF038600	neuropeptide Y receptor 5 [Parent=PIRSF800006]
PIRSF038601	uncharacterized conserved protein
PIRSF038602	melanin-concentrating hormone receptor 1 [Parent=PIRSF800006]
PIRSF038603	melanin-concentrating hormone receptor 2 [Parent=PIRSF800006]
PIRSF038604	nicotinic acid receptor [Parent=PIRSF800006]
PIRSF038605	probable G protein-coupled receptor 31 [Parent=PIRSF800006]
PIRSF038606	relaxin-3 receptor 2 [Parent=PIRSF800006]
PIRSF038607	relaxin-3 receptor 1 [Parent=PIRSF800006]
PIRSF038608	prostaglandin D2 receptor DP4 [Parent=PIRSF800006]
PIRSF038609	neuropeptide Y receptor 1/4/6 [Parent=PIRSF800006]
PIRSF038610	neuropeptide Y receptor 2 [Parent=PIRSF800006]
PIRSF038611	prolactin-releasing peptide receptor [Parent=PIRSF800006]
PIRSF038612	probable G-protein coupled receptor 83 [Parent=PIRSF800006]
PIRSF038613	neuropeptide FF receptor [Parent=PIRSF800006]
PIRSF038614	2-oxoglutarate receptor 1 [Parent=PIRSF800006]
PIRSF038615	succinate receptor 1 [Parent=PIRSF800006]
PIRSF038616	LPAR4-like receptor [Parent=PIRSF800006]
PIRSF038617	P2RY10-like receptor [Parent=PIRSF800006]
PIRSF038618	cysteinyl leukotriene receptor [Parent=PIRSF800006]
PIRSF038619	uracil nucleotide/cysteinyl leukotriene receptor [Parent=PIRSF800006]
PIRSF038620	P2Y purinoceptor 8 [Parent=PIRSF800006]
PIRSF038621	probable G protein-coupled receptor 55 [Parent=PIRSF800006]
PIRSF038622	probable G protein-coupled receptor 35 [Parent=PIRSF800006]
PIRSF038623	bombesin receptor [Parent=PIRSF800006]
PIRSF038624	orexin receptor [Parent=PIRSF800006]
PIRSF038626	GPR6-like G protein-coupled receptor [Parent=PIRSF800006]
PIRSF038627	probable G protein-coupled receptor 132 [Parent=PIRSF800006]
PIRSF038628	EBV-induced G protein-coupled receptor 2 [Parent=PIRSF800006]
PIRSF038629	D1-like dopamine receptor [Parent=PIRSF800006]
PIRSF038630	probable G protein-coupled receptor 92 [Parent=PIRSF800006]
PIRSF038631	platelet-activating factor receptor [Parent=PIRSF800006]
PIRSF038632	P2Y purine receptor 11 [Parent=PIRSF800006]
PIRSF038633	cannabinoid receptor 2 [Parent=PIRSF800006]
PIRSF038634	H2 histamine receptor [Parent=PIRSF800006]
PIRSF038635	5-hydroxytryptamine receptor 4 [Parent=PIRSF800006]
PIRSF038636	5-hydroxytryptamine receptor 5 [Parent=PIRSF800006]
PIRSF038637	P2RY12-like receptor [Parent=PIRSF800006]
PIRSF038638	probable G-protein coupled receptor 171 [Parent=PIRSF800006]
PIRSF038639	probable G protein-coupled receptor 34 [Parent=PIRSF800006]
PIRSF038640	neuromedin-U receptor [Parent=PIRSF800006]
PIRSF038641	growth hormone secretagogue/motilin receptor [Parent=PIRSF800006]
PIRSF038642	neurotensin receptor [Parent=PIRSF800006]
PIRSF038643	probable G protein-coupled receptor 39 [Parent=PIRSF800006]
PIRSF038644	H1 histamine receptor [Parent=PIRSF800006]
PIRSF038645	thyrotropin-releasing hormone receptor [Parent=PIRSF800006]
PIRSF038646	H3/H4 histamine receptor [Parent=PIRSF800006]
PIRSF038647	G protein-coupled receptor 182 [Parent=PIRSF800006]
PIRSF038648	orexigenic neuropeptide QRFP receptor [Parent=PIRSF800006]
PIRSF038649	probable G protein-coupled receptor 20 [Parent=PIRSF800006]
PIRSF038650	probable G protein-coupled receptor 62 [Parent=PIRSF800006]
PIRSF038651	G protein-coupled olfactory receptor, class I [Parent=PIRSF800006]
PIRSF038652	probable G protein-coupled receptor 139 [Parent=PIRSF800006]
PIRSF038653	probable G protein-coupled receptor 84 [Parent=PIRSF800006]
PIRSF038654	probable G protein-coupled receptor 82 [Parent=PIRSF800006]
PIRSF038655	probable G protein-coupled receptor 151 [Parent=PIRSF800006]
PIRSF038656	probable G protein-coupled receptor 22 [Parent=PIRSF800006]
PIRSF038657	probable G protein-coupled receptor 161 [Parent=PIRSF800006]
PIRSF038658	probable G protein-coupled receptor 142 [Parent=PIRSF800006]
PIRSF038659	probable G protein-coupled receptor 176 [Parent=PIRSF800006]
PIRSF038660	probable G protein-coupled receptor 101 [Parent=PIRSF800006]
PIRSF038661	probable G protein-coupled receptor 152 [Parent=PIRSF800006]
PIRSF038662	relaxin receptor [Parent=PIRSF800006]
PIRSF038663	C3a anaphylatoxin chemotactic receptor [Parent=PIRSF800006]
PIRSF038664	neuropeptide S receptor [Parent=PIRSF800006]
PIRSF038665	probable G protein-coupled receptor 153/162 [Parent=PIRSF800006]
PIRSF038666	probable G protein-coupled receptor 75 [Parent=PIRSF800006]
PIRSF038667	tRNA wybutosine-synthesizing protein 2
PIRSF038668	leucine-rich repeat-containing G protein-coupled receptor 4/5/6 [Parent=PIRSF800006]
PIRSF038669	probable G protein-coupled receptor 148 [Parent=PIRSF800006]
PIRSF038670	brain-specific angiogenesis inhibitor [Parent=PIRSF800007]
PIRSF038671	cadherin EGF LAG seven-pass G-type receptor [Parent=PIRSF800007]
PIRSF038672	probable G protein-coupled receptor 128 [Parent=PIRSF800007]
PIRSF038673	G protein-coupled receptor 56 [Parent=PIRSF800007]
PIRSF038674	probable G protein-coupled receptor 114 [Parent=PIRSF800007]
PIRSF038675	probable G protein-coupled receptor 97 [Parent=PIRSF800007]
PIRSF038676	G protein-coupled receptor 64 [Parent=PIRSF800007]
PIRSF038677	probable G protein-coupled receptors 124 and 125 [Parent=PIRSF800007]
PIRSF038678	probable G protein-coupled receptors 111 and 115 [Parent=PIRSF800007]
PIRSF038679	probable G protein-coupled receptor 113 [Parent=PIRSF800007]
